ProjectName,TeamName,MeasureName,SeriesName,TimePeriod,Team Active Status,Value1,Value2,AbbrevName,Volume,Type,Improvement Cohort,,,original in Extranet,abbrev,Pre work Volume,Type,Improvement Cohort
Joint Replacement Learning Community,Hoag Orthopedic Institute ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Hoag Orthopedic Institute ,5/1/2014 0:00,TRUE,100,,Hoag OI,2522,Other,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Hoag Orthopedic Institute ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Hoag Orthopedic Institute ,6/1/2014 0:00,TRUE,100,,Hoag OI,2522,Other,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Hoag Orthopedic Institute ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Hoag Orthopedic Institute ,7/1/2014 0:00,TRUE,100,,Hoag OI,2522,Other,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Hoag Orthopedic Institute ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Hoag Orthopedic Institute ,8/1/2014 0:00,TRUE,100,,Hoag OI,2522,Other,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Hoag Orthopedic Institute ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Hoag Orthopedic Institute ,9/1/2014 0:00,TRUE,100,,Hoag OI,2522,Other,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Hoag Orthopedic Institute ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Hoag Orthopedic Institute ,10/1/2014 0:00,TRUE,100,,Hoag OI,2522,Other,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count THA,Hospital Alvorada,1/1/2014 0:00,TRUE,1,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count THA,Hospital Alvorada,2/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count THA,Hospital Alvorada,3/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count THA,Hospital Alvorada,4/1/2014 0:00,TRUE,1,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count THA,Hospital Alvorada,5/1/2014 0:00,TRUE,1,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count THA,Hospital Alvorada,6/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count THA,Hospital Alvorada,7/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count THA,Hospital Alvorada,8/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count THA,Hospital Alvorada,9/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,1,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Count TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,1,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate THA,Hospital Alvorada,1/1/2014 0:00,TRUE,11.11,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate THA,Hospital Alvorada,2/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate THA,Hospital Alvorada,3/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate THA,Hospital Alvorada,4/1/2014 0:00,TRUE,9,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate THA,Hospital Alvorada,5/1/2014 0:00,TRUE,20,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate THA,Hospital Alvorada,6/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate THA,Hospital Alvorada,7/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate THA,Hospital Alvorada,8/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate THA,Hospital Alvorada,9/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,2.4,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,4.2,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,30-day all cause Readmission Rate TKA,Hospital Alvorada,3/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS THA,Hospital Alvorada,1/1/2014 0:00,TRUE,2.57,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS THA,Hospital Alvorada,2/1/2014 0:00,TRUE,2.5,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS THA,Hospital Alvorada,3/1/2014 0:00,TRUE,3,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS THA,Hospital Alvorada,4/1/2014 0:00,TRUE,2.8,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS THA,Hospital Alvorada,5/1/2014 0:00,TRUE,3,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS THA,Hospital Alvorada,6/1/2014 0:00,TRUE,3,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS THA,Hospital Alvorada,7/1/2014 0:00,TRUE,2.5,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS THA,Hospital Alvorada,8/1/2014 0:00,TRUE,3.25,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS THA,Hospital Alvorada,9/1/2014 0:00,TRUE,3,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,2.66,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,2.58,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Average LOS TKA,Hospital Alvorada,3/1/2014 0:00,TRUE,2.88,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with THA,Hospital Alvorada,1/1/2014 0:00,TRUE,9,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with THA,Hospital Alvorada,2/1/2014 0:00,TRUE,8,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with THA,Hospital Alvorada,3/1/2014 0:00,TRUE,9,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with THA,Hospital Alvorada,4/1/2014 0:00,TRUE,11,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with THA,Hospital Alvorada,5/1/2014 0:00,TRUE,5,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with THA,Hospital Alvorada,6/1/2014 0:00,TRUE,6,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with THA,Hospital Alvorada,7/1/2014 0:00,TRUE,6,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with THA,Hospital Alvorada,8/1/2014 0:00,TRUE,8,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with THA,Hospital Alvorada,9/1/2014 0:00,TRUE,6,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,41,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,24,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Number of Patients with TKA,Hospital Alvorada,3/1/2014 0:00,TRUE,36,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home THA,Hospital Alvorada,1/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home THA,Hospital Alvorada,2/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home THA,Hospital Alvorada,3/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home THA,Hospital Alvorada,4/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home THA,Hospital Alvorada,5/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home THA,Hospital Alvorada,6/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home THA,Hospital Alvorada,7/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home THA,Hospital Alvorada,8/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home THA,Hospital Alvorada,9/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home TKA,Hospital Alvorada,3/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home TKA,Hospital Alvorada,4/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged Home TKA,Hospital Alvorada,5/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient THA,Hospital Alvorada,1/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient THA,Hospital Alvorada,2/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient THA,Hospital Alvorada,3/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient THA,Hospital Alvorada,4/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient THA,Hospital Alvorada,5/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient THA,Hospital Alvorada,6/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient THA,Hospital Alvorada,7/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient THA,Hospital Alvorada,8/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient THA,Hospital Alvorada,9/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - inpatient TKA,Hospital Alvorada,3/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF THA,Hospital Alvorada,1/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF THA,Hospital Alvorada,2/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF THA,Hospital Alvorada,3/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF THA,Hospital Alvorada,4/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF THA,Hospital Alvorada,5/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF THA,Hospital Alvorada,6/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF THA,Hospital Alvorada,7/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF THA,Hospital Alvorada,8/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF THA,Hospital Alvorada,9/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Discharged to rehab - SNF TKA,Hospital Alvorada,3/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Pre-Surgery PRO Administration,Hospital Alvorada,2/1/2014 0:00,TRUE,2,8,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Pre-Surgery PRO Administration,Hospital Alvorada,3/1/2014 0:00,TRUE,6,9,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Pre-Surgery PRO Administration,Hospital Alvorada,4/1/2014 0:00,TRUE,6,11,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Pre-Surgery PRO Administration,Hospital Alvorada,5/1/2014 0:00,TRUE,3,5,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Pre-Surgery PRO Administration,Hospital Alvorada,6/1/2014 0:00,TRUE,3,6,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Pre-Surgery PRO Administration,Hospital Alvorada,7/1/2014 0:00,TRUE,2,6,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Pre-Surgery PRO Administration,Hospital Alvorada,8/1/2014 0:00,TRUE,3,8,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent Pre-Surgery PRO Administration,Hospital Alvorada,9/1/2014 0:00,TRUE,2,5,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Hospital Alvorada,1/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Hospital Alvorada,2/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Hospital Alvorada,3/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Hospital Alvorada,4/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Hospital Alvorada,5/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Hospital Alvorada,6/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Hospital Alvorada,7/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Hospital Alvorada,8/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Hospital Alvorada,9/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,Hospital Alvorada,3/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Hospital Alvorada,1/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Hospital Alvorada,2/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Hospital Alvorada,3/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Hospital Alvorada,4/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Hospital Alvorada,5/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Hospital Alvorada,6/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Hospital Alvorada,7/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Hospital Alvorada,8/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Hospital Alvorada,9/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Hospital Alvorada,1/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Hospital Alvorada,2/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Hospital Alvorada,3/1/2014 0:00,TRUE,100,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Hospital Alvorada,1/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Hospital Alvorada,2/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Hospital Alvorada,3/1/2014 0:00,TRUE,0,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Hospital Alvorada,4/1/2014 0:00,TRUE,18.18,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Hospital Alvorada,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Hospital Alvorada,5/1/2014 0:00,TRUE,20,,Hospital Alvorada,262,Community,Early Mobilization and Pain Management ,,,,,,,
