ProjectName,TeamName,MeasureName,SeriesName,TimePeriod,Team Active Status,Value1,Value2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO03 - Percent Reintubation,Cuban Hospital - Intensive Care Unit (ICU),11/1/2014 12:00:00 AM,True,1,8
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO03 - Percent Reintubation,Cuban Hospital - Intensive Care Unit (ICU),12/1/2014 12:00:00 AM,True,="0",5
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),1/1/2013 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),2/1/2013 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),3/1/2013 12:00:00 AM,True,="0",29
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),4/1/2013 12:00:00 AM,True,="0",30
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),5/1/2013 12:00:00 AM,True,="0",16
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),6/1/2013 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),8/1/2013 12:00:00 AM,True,="0",7
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),9/1/2013 12:00:00 AM,True,="0",17
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),10/1/2013 12:00:00 AM,True,="0",8
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),11/1/2013 12:00:00 AM,True,="0",5
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),12/1/2013 12:00:00 AM,True,="0",22
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),1/1/2014 12:00:00 AM,True,="0",30
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),2/1/2014 12:00:00 AM,True,="0",62
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),3/1/2014 12:00:00 AM,True,="0",37
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),4/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),5/1/2014 12:00:00 AM,True,="0",11
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),6/1/2014 12:00:00 AM,True,="0",9
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),7/1/2014 12:00:00 AM,True,="0",34
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),8/1/2014 12:00:00 AM,True,="0",16
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),9/1/2014 12:00:00 AM,True,="0",2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),10/1/2014 12:00:00 AM,True,="0",17
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),11/1/2014 12:00:00 AM,True,="0",19
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Cuban Hospital - Intensive Care Unit (ICU),12/1/2014 12:00:00 AM,True,="0",29
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO05 - Days Between a Central Line Bloodstream Infection,Cuban Hospital - Intensive Care Unit (ICU),8/7/2012 12:00:00 AM,True,6.34798944E+17
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),1/1/2013 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),2/1/2013 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),3/1/2013 12:00:00 AM,True,="0",9
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),4/1/2013 12:00:00 AM,True,="0",53
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),5/1/2013 12:00:00 AM,True,="0",18
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),7/1/2013 12:00:00 AM,True,="0",11
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),8/1/2013 12:00:00 AM,True,="0",16
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),9/1/2013 12:00:00 AM,True,="0",21
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),10/1/2013 12:00:00 AM,True,="0",14
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),11/1/2013 12:00:00 AM,True,="0",13
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),12/1/2013 12:00:00 AM,True,="0",122
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),1/1/2014 12:00:00 AM,True,="0",8
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),2/1/2014 12:00:00 AM,True,="0",22
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),3/1/2014 12:00:00 AM,True,="0",21
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),4/1/2014 12:00:00 AM,True,="0",19
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),5/1/2014 12:00:00 AM,True,="0",29
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),6/1/2014 12:00:00 AM,True,="0",13
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),7/1/2014 12:00:00 AM,True,="0",25
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),8/1/2014 12:00:00 AM,True,="0",20
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),9/1/2014 12:00:00 AM,True,="0",42
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),10/1/2014 12:00:00 AM,True,="0",32
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),11/1/2014 12:00:00 AM,True,="0",47
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO10 - Urinary catheter-associated symptomatic urinary tract infections rate,Cuban Hospital - Intensive Care Unit (ICU),12/1/2014 12:00:00 AM,True,="0",47
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),1/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),2/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),3/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),4/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),5/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),6/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),7/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),8/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),9/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),10/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),11/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),12/1/2013 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),1/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),2/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),3/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),4/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),5/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),6/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),7/1/2014 12:00:00 AM,True,1
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),8/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),9/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),10/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),11/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCO11 - Pressure ulcer count,Cuban Hospital - Intensive Care Unit (ICU),12/1/2014 12:00:00 AM,True,="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),1/1/2013 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),2/1/2013 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),3/1/2013 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),1/1/2014 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),2/1/2014 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),3/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),4/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),5/1/2014 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),6/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),7/1/2014 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),8/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),9/1/2014 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),10/1/2014 12:00:00 AM,True,4,4
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),11/1/2014 12:00:00 AM,True,8,8
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP01 - Percent compliance with the VAP bundle,Cuban Hospital - Intensive Care Unit (ICU),12/1/2014 12:00:00 AM,True,5,5
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),1/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),2/1/2014 12:00:00 AM,True,3,3
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),3/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),4/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),5/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),6/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),7/1/2014 12:00:00 AM,True,4,4
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),8/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),9/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),10/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),11/1/2014 12:00:00 AM,True,6,6
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP02 - Percent compliance with central line insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),12/1/2014 12:00:00 AM,True,4,4
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),1/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),2/1/2014 12:00:00 AM,True,3,3
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),3/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),4/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),5/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),6/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),7/1/2014 12:00:00 AM,True,4,4
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),8/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),9/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),10/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),11/1/2014 12:00:00 AM,True,6,6
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Cuban Hospital - Intensive Care Unit (ICU),12/1/2014 12:00:00 AM,True,4,4
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),1/1/2014 12:00:00 AM,True,6,6
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),2/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),3/1/2014 12:00:00 AM,True,3,3
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),4/1/2014 12:00:00 AM,True,3,3
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),5/1/2014 12:00:00 AM,True,6,6
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),6/1/2014 12:00:00 AM,True,8,8
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),7/1/2014 12:00:00 AM,True,4,4
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),8/1/2014 12:00:00 AM,True,9,9
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),9/1/2014 12:00:00 AM,True,10,10
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),10/1/2014 12:00:00 AM,True,13,13
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),11/1/2014 12:00:00 AM,True,15,15
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP05 - Percent compliance with the urinary catheter insertion bundle,Cuban Hospital - Intensive Care Unit (ICU),12/1/2014 12:00:00 AM,True,13,11
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP11 - Percent achievement of multi-disciplinary rounds,Cuban Hospital - Intensive Care Unit (ICU),4/1/2014 12:00:00 AM,True,="0",2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP11 - Percent achievement of multi-disciplinary rounds,Cuban Hospital - Intensive Care Unit (ICU),5/1/2014 12:00:00 AM,True,="0",2
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP11 - Percent achievement of multi-disciplinary rounds,Cuban Hospital - Intensive Care Unit (ICU),6/1/2014 12:00:00 AM,True,1,3
HMC Campaign - Best Care Always,Cuban Hospital - Intensive Care Unit (ICU),CCP11 - Percent achievement of multi-disciplinary rounds,Cuban Hospital - Intensive Care Unit (ICU),7/1/2014 12:00:00 AM,True,2,3
